"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
146,1984,"HMK008","pollination","spp","phenovalue",161.1712,"spp1","Erythronium grandiflorum"
146,1986,"HMK008","pollination","spp","phenovalue",149.8429,"spp1","Erythronium grandiflorum"
146,1987,"HMK008","pollination","spp","phenovalue",135.0378,"spp1","Erythronium grandiflorum"
146,1988,"HMK008","pollination","spp","phenovalue",141.1858,"spp1","Erythronium grandiflorum"
146,1989,"HMK008","pollination","spp","phenovalue",139.9067,"spp1","Erythronium grandiflorum"
146,1991,"HMK008","pollination","spp","phenovalue",150.7944,"spp1","Erythronium grandiflorum"
146,1993,"HMK008","pollination","spp","phenovalue",157.8061,"spp1","Erythronium grandiflorum"
146,1995,"HMK008","pollination","spp","phenovalue",169.6281,"spp1","Erythronium grandiflorum"
146,1996,"HMK008","pollination","spp","phenovalue",145.7895,"spp1","Erythronium grandiflorum"
146,1997,"HMK008","pollination","spp","phenovalue",151.3391,"spp1","Erythronium grandiflorum"
146,1998,"HMK008","pollination","spp","phenovalue",141.8244,"spp1","Erythronium grandiflorum"
146,1999,"HMK008","pollination","spp","phenovalue",149.7765,"spp1","Erythronium grandiflorum"
146,2000,"HMK008","pollination","spp","phenovalue",141.3323,"spp1","Erythronium grandiflorum"
146,2001,"HMK008","pollination","spp","phenovalue",139.786,"spp1","Erythronium grandiflorum"
146,2002,"HMK008","pollination","spp","phenovalue",124.6497,"spp1","Erythronium grandiflorum"
146,2003,"HMK008","pollination","spp","phenovalue",143.712,"spp1","Erythronium grandiflorum"
146,2004,"HMK008","pollination","spp","phenovalue",135.2674,"spp1","Erythronium grandiflorum"
146,2005,"HMK008","pollination","spp","phenovalue",145.1012,"spp1","Erythronium grandiflorum"
146,2006,"HMK008","pollination","spp","phenovalue",134.6481,"spp1","Erythronium grandiflorum"
146,2008,"HMK008","pollination","spp","phenovalue",155.1748,"spp1","Erythronium grandiflorum"
146,2009,"HMK008","pollination","spp","phenovalue",136.2264,"spp1","Erythronium grandiflorum"
146,2010,"HMK008","pollination","spp","phenovalue",138.0888,"spp1","Erythronium grandiflorum"
146,2011,"HMK008","pollination","spp","phenovalue",155.3492,"spp1","Erythronium grandiflorum"
155,1996,"HMK011","herbivory","spp","phenovalue",180.4596,"spp1","Epirrita autumnata"
155,1997,"HMK011","herbivory","spp","phenovalue",192.649,"spp1","Epirrita autumnata"
155,1998,"HMK011","herbivory","spp","phenovalue",178.8317,"spp1","Epirrita autumnata"
155,1999,"HMK011","herbivory","spp","phenovalue",169.9526,"spp1","Epirrita autumnata"
155,2000,"HMK011","herbivory","spp","phenovalue",166.9974,"spp1","Epirrita autumnata"
155,2001,"HMK011","herbivory","spp","phenovalue",182.1512,"spp1","Epirrita autumnata"
155,2002,"HMK011","herbivory","spp","phenovalue",165.3688,"spp1","Epirrita autumnata"
155,2003,"HMK011","herbivory","spp","phenovalue",170.6461,"spp1","Epirrita autumnata"
155,2004,"HMK011","herbivory","spp","phenovalue",162.4261,"spp1","Epirrita autumnata"
155,2005,"HMK011","herbivory","spp","phenovalue",176.9202,"spp1","Epirrita autumnata"
155,2006,"HMK011","herbivory","spp","phenovalue",168.3689,"spp1","Epirrita autumnata"
155,2007,"HMK011","herbivory","spp","phenovalue",167.391,"spp1","Epirrita autumnata"
155,2008,"HMK011","herbivory","spp","phenovalue",172.6669,"spp1","Epirrita autumnata"
155,2009,"HMK011","herbivory","spp","phenovalue",170.7021,"spp1","Epirrita autumnata"
165,1993,"HMK016","predation","spp","phenovalue",165.259,"spp1","Engraulis japonicus"
165,1995,"HMK016","predation","spp","phenovalue",171.541,"spp1","Engraulis japonicus"
165,1996,"HMK016","predation","spp","phenovalue",180.839,"spp1","Engraulis japonicus"
165,1997,"HMK016","predation","spp","phenovalue",214.747,"spp1","Engraulis japonicus"
165,1998,"HMK016","predation","spp","phenovalue",136.361,"spp1","Engraulis japonicus"
165,1999,"HMK016","predation","spp","phenovalue",157.962,"spp1","Engraulis japonicus"
165,2000,"HMK016","predation","spp","phenovalue",162.641,"spp1","Engraulis japonicus"
165,2001,"HMK016","predation","spp","phenovalue",145.798,"spp1","Engraulis japonicus"
165,2002,"HMK016","predation","spp","phenovalue",110.476,"spp1","Engraulis japonicus"
165,2005,"HMK016","predation","spp","phenovalue",169.134,"spp1","Engraulis japonicus"
165,2006,"HMK016","predation","spp","phenovalue",175.361,"spp1","Engraulis japonicus"
167,1997,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
167,1998,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
167,1999,"HMK018","competition","spp","phenovalue",305,"spp1","Pygoscelis adeliae"
167,2000,"HMK018","competition","spp","phenovalue",304,"spp1","Pygoscelis adeliae"
167,2001,"HMK018","competition","spp","phenovalue",300,"spp1","Pygoscelis adeliae"
167,2002,"HMK018","competition","spp","phenovalue",308,"spp1","Pygoscelis adeliae"
167,2003,"HMK018","competition","spp","phenovalue",304,"spp1","Pygoscelis adeliae"
167,2004,"HMK018","competition","spp","phenovalue",302,"spp1","Pygoscelis adeliae"
167,2005,"HMK018","competition","spp","phenovalue",309.5,"spp1","Pygoscelis adeliae"
167,2006,"HMK018","competition","spp","phenovalue",310,"spp1","Pygoscelis adeliae"
168,1991,"HMK018","competition","spp","phenovalue",309,"spp1","Pygoscelis adeliae"
168,1992,"HMK018","competition","spp","phenovalue",307,"spp1","Pygoscelis adeliae"
168,1993,"HMK018","competition","spp","phenovalue",301,"spp1","Pygoscelis adeliae"
168,1994,"HMK018","competition","spp","phenovalue",311,"spp1","Pygoscelis adeliae"
168,1995,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
168,1996,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
168,1997,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
168,1998,"HMK018","competition","spp","phenovalue",303,"spp1","Pygoscelis adeliae"
168,1999,"HMK018","competition","spp","phenovalue",305,"spp1","Pygoscelis adeliae"
168,2000,"HMK018","competition","spp","phenovalue",304,"spp1","Pygoscelis adeliae"
168,2001,"HMK018","competition","spp","phenovalue",300,"spp1","Pygoscelis adeliae"
168,2002,"HMK018","competition","spp","phenovalue",308,"spp1","Pygoscelis adeliae"
168,2003,"HMK018","competition","spp","phenovalue",304,"spp1","Pygoscelis adeliae"
168,2004,"HMK018","competition","spp","phenovalue",302,"spp1","Pygoscelis adeliae"
168,2005,"HMK018","competition","spp","phenovalue",309.5,"spp1","Pygoscelis adeliae"
168,2006,"HMK018","competition","spp","phenovalue",310,"spp1","Pygoscelis adeliae"
168,2007,"HMK018","competition","spp","phenovalue",318,"spp1","Pygoscelis adeliae"
169,1997,"HMK018","competition","spp","phenovalue",329,"spp1","Pygoscelis antarcticus"
169,1998,"HMK018","competition","spp","phenovalue",325,"spp1","Pygoscelis antarcticus"
169,1999,"HMK018","competition","spp","phenovalue",324,"spp1","Pygoscelis antarcticus"
169,2000,"HMK018","competition","spp","phenovalue",325,"spp1","Pygoscelis antarcticus"
169,2001,"HMK018","competition","spp","phenovalue",324,"spp1","Pygoscelis antarcticus"
169,2002,"HMK018","competition","spp","phenovalue",329,"spp1","Pygoscelis antarcticus"
169,2003,"HMK018","competition","spp","phenovalue",326,"spp1","Pygoscelis antarcticus"
169,2004,"HMK018","competition","spp","phenovalue",329,"spp1","Pygoscelis antarcticus"
169,2005,"HMK018","competition","spp","phenovalue",323,"spp1","Pygoscelis antarcticus"
169,2006,"HMK018","competition","spp","phenovalue",321,"spp1","Pygoscelis antarcticus"
170,1969,"HMK019","herbivory","genus","phenovalue",109.8085,"spp1","Phytoplankton1 spp."
170,1970,"HMK019","herbivory","genus","phenovalue",124.352,"spp1","Phytoplankton1 spp."
170,1971,"HMK019","herbivory","genus","phenovalue",100.53485,"spp1","Phytoplankton1 spp."
170,1972,"HMK019","herbivory","genus","phenovalue",109.654,"spp1","Phytoplankton1 spp."
170,1973,"HMK019","herbivory","genus","phenovalue",76.8018,"spp1","Phytoplankton1 spp."
170,1974,"HMK019","herbivory","genus","phenovalue",86.52195,"spp1","Phytoplankton1 spp."
170,1975,"HMK019","herbivory","genus","phenovalue",98.84105,"spp1","Phytoplankton1 spp."
170,1976,"HMK019","herbivory","genus","phenovalue",82.2223,"spp1","Phytoplankton1 spp."
170,1977,"HMK019","herbivory","genus","phenovalue",94.9844,"spp1","Phytoplankton1 spp."
170,1978,"HMK019","herbivory","genus","phenovalue",107.708,"spp1","Phytoplankton1 spp."
170,1979,"HMK019","herbivory","genus","phenovalue",108.8071,"spp1","Phytoplankton1 spp."
170,1980,"HMK019","herbivory","genus","phenovalue",94.99155,"spp1","Phytoplankton1 spp."
170,1981,"HMK019","herbivory","genus","phenovalue",98.415,"spp1","Phytoplankton1 spp."
170,1982,"HMK019","herbivory","genus","phenovalue",102.1298,"spp1","Phytoplankton1 spp."
170,1983,"HMK019","herbivory","genus","phenovalue",100.1954,"spp1","Phytoplankton1 spp."
170,1984,"HMK019","herbivory","genus","phenovalue",104.29995,"spp1","Phytoplankton1 spp."
170,1986,"HMK019","herbivory","genus","phenovalue",79.49615,"spp1","Phytoplankton1 spp."
170,1987,"HMK019","herbivory","genus","phenovalue",100.87045,"spp1","Phytoplankton1 spp."
170,1988,"HMK019","herbivory","genus","phenovalue",94.3999,"spp1","Phytoplankton1 spp."
170,1989,"HMK019","herbivory","genus","phenovalue",102.39595,"spp1","Phytoplankton1 spp."
170,1990,"HMK019","herbivory","genus","phenovalue",76.9364,"spp1","Phytoplankton1 spp."
170,1991,"HMK019","herbivory","genus","phenovalue",73.9246,"spp1","Phytoplankton1 spp."
170,1992,"HMK019","herbivory","genus","phenovalue",93.1373,"spp1","Phytoplankton1 spp."
170,1993,"HMK019","herbivory","genus","phenovalue",67.89555,"spp1","Phytoplankton1 spp."
170,1994,"HMK019","herbivory","genus","phenovalue",84.0984,"spp1","Phytoplankton1 spp."
170,1995,"HMK019","herbivory","genus","phenovalue",100.27695,"spp1","Phytoplankton1 spp."
170,1996,"HMK019","herbivory","genus","phenovalue",101.441,"spp1","Phytoplankton1 spp."
170,1997,"HMK019","herbivory","genus","phenovalue",73.538,"spp1","Phytoplankton1 spp."
170,1998,"HMK019","herbivory","genus","phenovalue",89.07065,"spp1","Phytoplankton1 spp."
170,1999,"HMK019","herbivory","genus","phenovalue",92.10455,"spp1","Phytoplankton1 spp."
170,2000,"HMK019","herbivory","genus","phenovalue",84.13685,"spp1","Phytoplankton1 spp."
170,2001,"HMK019","herbivory","genus","phenovalue",96.441,"spp1","Phytoplankton1 spp."
170,2002,"HMK019","herbivory","genus","phenovalue",86.2943,"spp1","Phytoplankton1 spp."
170,2003,"HMK019","herbivory","genus","phenovalue",85.219,"spp1","Phytoplankton1 spp."
170,2005,"HMK019","herbivory","genus","phenovalue",83.508,"spp1","Phytoplankton1 spp."
170,2006,"HMK019","herbivory","genus","phenovalue",83.95085,"spp1","Phytoplankton1 spp."
170,2008,"HMK019","herbivory","genus","phenovalue",83.10485,"spp1","Phytoplankton1 spp."
171,1969,"HMK019","predation","genus","phenovalue",160.305,"spp1","Daphnia3 spp."
171,1970,"HMK019","predation","genus","phenovalue",153.324,"spp1","Daphnia3 spp."
171,1971,"HMK019","predation","genus","phenovalue",124.8365,"spp1","Daphnia3 spp."
171,1972,"HMK019","predation","genus","phenovalue",140.054,"spp1","Daphnia3 spp."
171,1973,"HMK019","predation","genus","phenovalue",137.4605,"spp1","Daphnia3 spp."
171,1974,"HMK019","predation","genus","phenovalue",134.959,"spp1","Daphnia3 spp."
171,1975,"HMK019","predation","genus","phenovalue",131.047,"spp1","Daphnia3 spp."
171,1976,"HMK019","predation","genus","phenovalue",142.5315,"spp1","Daphnia3 spp."
171,1977,"HMK019","predation","genus","phenovalue",134.2885,"spp1","Daphnia3 spp."
171,1978,"HMK019","predation","genus","phenovalue",147.44,"spp1","Daphnia3 spp."
171,1979,"HMK019","predation","genus","phenovalue",141.25,"spp1","Daphnia3 spp."
171,1980,"HMK019","predation","genus","phenovalue",125.4055,"spp1","Daphnia3 spp."
171,1981,"HMK019","predation","genus","phenovalue",132.068,"spp1","Daphnia3 spp."
171,1982,"HMK019","predation","genus","phenovalue",123.4645,"spp1","Daphnia3 spp."
171,1983,"HMK019","predation","genus","phenovalue",149.2905,"spp1","Daphnia3 spp."
171,1984,"HMK019","predation","genus","phenovalue",121.607,"spp1","Daphnia3 spp."
171,1986,"HMK019","predation","genus","phenovalue",143.5115,"spp1","Daphnia3 spp."
171,1987,"HMK019","predation","genus","phenovalue",129.6225,"spp1","Daphnia3 spp."
171,1989,"HMK019","predation","genus","phenovalue",155.9275,"spp1","Daphnia3 spp."
171,1990,"HMK019","predation","genus","phenovalue",123.2625,"spp1","Daphnia3 spp."
171,1991,"HMK019","predation","genus","phenovalue",126.391,"spp1","Daphnia3 spp."
171,1992,"HMK019","predation","genus","phenovalue",121.4005,"spp1","Daphnia3 spp."
171,1993,"HMK019","predation","genus","phenovalue",123.8035,"spp1","Daphnia3 spp."
171,1994,"HMK019","predation","genus","phenovalue",125.1545,"spp1","Daphnia3 spp."
171,1995,"HMK019","predation","genus","phenovalue",131.477,"spp1","Daphnia3 spp."
171,1996,"HMK019","predation","genus","phenovalue",139.5085,"spp1","Daphnia3 spp."
171,1997,"HMK019","predation","genus","phenovalue",110.5725,"spp1","Daphnia3 spp."
171,1998,"HMK019","predation","genus","phenovalue",136.25,"spp1","Daphnia3 spp."
171,1999,"HMK019","predation","genus","phenovalue",133.19,"spp1","Daphnia3 spp."
171,2000,"HMK019","predation","genus","phenovalue",121.22,"spp1","Daphnia3 spp."
171,2001,"HMK019","predation","genus","phenovalue",132.4685,"spp1","Daphnia3 spp."
171,2002,"HMK019","predation","genus","phenovalue",113.75,"spp1","Daphnia3 spp."
171,2003,"HMK019","predation","genus","phenovalue",100.91875,"spp1","Daphnia3 spp."
171,2005,"HMK019","predation","genus","phenovalue",107.881,"spp1","Daphnia3 spp."
171,2006,"HMK019","predation","genus","phenovalue",123.75,"spp1","Daphnia3 spp."
171,2008,"HMK019","predation","genus","phenovalue",119.17,"spp1","Daphnia3 spp."
175,1999,"HMK023","pollination","genus","phenovalue",115.5,"spp1","Bombus spp."
175,2000,"HMK023","pollination","genus","phenovalue",121,"spp1","Bombus spp."
175,2001,"HMK023","pollination","genus","phenovalue",116,"spp1","Bombus spp."
175,2002,"HMK023","pollination","genus","phenovalue",111,"spp1","Bombus spp."
175,2003,"HMK023","pollination","genus","phenovalue",115,"spp1","Bombus spp."
175,2004,"HMK023","pollination","genus","phenovalue",116,"spp1","Bombus spp."
175,2005,"HMK023","pollination","genus","phenovalue",121,"spp1","Bombus spp."
175,2006,"HMK023","pollination","genus","phenovalue",120.5,"spp1","Bombus spp."
175,2007,"HMK023","pollination","genus","phenovalue",115,"spp1","Bombus spp."
175,2008,"HMK023","pollination","genus","phenovalue",114,"spp1","Bombus spp."
175,2009,"HMK023","pollination","genus","phenovalue",116.5,"spp1","Bombus spp."
175,2010,"HMK023","pollination","genus","phenovalue",116,"spp1","Bombus spp."
175,2011,"HMK023","pollination","genus","phenovalue",124.5,"spp1","Bombus spp."
175,2012,"HMK023","pollination","genus","phenovalue",123,"spp1","Bombus spp."
177,1961,"HMK027","predation","genus","phenovalue",105.172,"spp1","Caterpillar spp."
177,1963,"HMK027","predation","genus","phenovalue",121.983,"spp1","Caterpillar spp."
177,1964,"HMK027","predation","genus","phenovalue",121.983,"spp1","Caterpillar spp."
177,1965,"HMK027","predation","genus","phenovalue",128.707,"spp1","Caterpillar spp."
177,1967,"HMK027","predation","genus","phenovalue",119.655,"spp1","Caterpillar spp."
177,1968,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
177,1969,"HMK027","predation","genus","phenovalue",124.828,"spp1","Caterpillar spp."
177,1970,"HMK027","predation","genus","phenovalue",125.086,"spp1","Caterpillar spp."
177,1972,"HMK027","predation","genus","phenovalue",117.845,"spp1","Caterpillar spp."
177,1973,"HMK027","predation","genus","phenovalue",120.69,"spp1","Caterpillar spp."
177,1974,"HMK027","predation","genus","phenovalue",102.328,"spp1","Caterpillar spp."
177,1975,"HMK027","predation","genus","phenovalue",123.793,"spp1","Caterpillar spp."
177,1976,"HMK027","predation","genus","phenovalue",122.5,"spp1","Caterpillar spp."
177,1977,"HMK027","predation","genus","phenovalue",119.655,"spp1","Caterpillar spp."
177,1978,"HMK027","predation","genus","phenovalue",126.897,"spp1","Caterpillar spp."
177,1979,"HMK027","predation","genus","phenovalue",124.569,"spp1","Caterpillar spp."
177,1980,"HMK027","predation","genus","phenovalue",132.845,"spp1","Caterpillar spp."
177,1981,"HMK027","predation","genus","phenovalue",117.845,"spp1","Caterpillar spp."
177,1982,"HMK027","predation","genus","phenovalue",124.828,"spp1","Caterpillar spp."
177,1983,"HMK027","predation","genus","phenovalue",118.103,"spp1","Caterpillar spp."
177,1984,"HMK027","predation","genus","phenovalue",122.759,"spp1","Caterpillar spp."
177,1985,"HMK027","predation","genus","phenovalue",124.052,"spp1","Caterpillar spp."
177,1986,"HMK027","predation","genus","phenovalue",120.431,"spp1","Caterpillar spp."
177,1988,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
177,1989,"HMK027","predation","genus","phenovalue",107.5,"spp1","Caterpillar spp."
177,1990,"HMK027","predation","genus","phenovalue",108.276,"spp1","Caterpillar spp."
177,1991,"HMK027","predation","genus","phenovalue",118.362,"spp1","Caterpillar spp."
177,1993,"HMK027","predation","genus","phenovalue",119.138,"spp1","Caterpillar spp."
177,1994,"HMK027","predation","genus","phenovalue",111.897,"spp1","Caterpillar spp."
177,1995,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
177,1997,"HMK027","predation","genus","phenovalue",123.017,"spp1","Caterpillar spp."
177,1999,"HMK027","predation","genus","phenovalue",109.31,"spp1","Caterpillar spp."
177,2000,"HMK027","predation","genus","phenovalue",114.741,"spp1","Caterpillar spp."
177,2002,"HMK027","predation","genus","phenovalue",106.983,"spp1","Caterpillar spp."
177,2003,"HMK027","predation","genus","phenovalue",116.293,"spp1","Caterpillar spp."
177,2004,"HMK027","predation","genus","phenovalue",115.5175,"spp1","Caterpillar spp."
178,1962,"HMK027","predation","genus","phenovalue",123.017,"spp1","Caterpillar spp."
178,1965,"HMK027","predation","genus","phenovalue",128.707,"spp1","Caterpillar spp."
178,1966,"HMK027","predation","genus","phenovalue",119.138,"spp1","Caterpillar spp."
178,1968,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
178,1969,"HMK027","predation","genus","phenovalue",124.828,"spp1","Caterpillar spp."
178,1970,"HMK027","predation","genus","phenovalue",125.086,"spp1","Caterpillar spp."
178,1971,"HMK027","predation","genus","phenovalue",119.655,"spp1","Caterpillar spp."
178,1972,"HMK027","predation","genus","phenovalue",117.845,"spp1","Caterpillar spp."
178,1973,"HMK027","predation","genus","phenovalue",120.69,"spp1","Caterpillar spp."
178,1974,"HMK027","predation","genus","phenovalue",102.328,"spp1","Caterpillar spp."
178,1975,"HMK027","predation","genus","phenovalue",123.793,"spp1","Caterpillar spp."
178,1976,"HMK027","predation","genus","phenovalue",122.5,"spp1","Caterpillar spp."
178,1977,"HMK027","predation","genus","phenovalue",119.655,"spp1","Caterpillar spp."
178,1978,"HMK027","predation","genus","phenovalue",126.897,"spp1","Caterpillar spp."
178,1980,"HMK027","predation","genus","phenovalue",132.845,"spp1","Caterpillar spp."
178,1981,"HMK027","predation","genus","phenovalue",117.845,"spp1","Caterpillar spp."
178,1982,"HMK027","predation","genus","phenovalue",124.828,"spp1","Caterpillar spp."
178,1983,"HMK027","predation","genus","phenovalue",118.103,"spp1","Caterpillar spp."
178,1984,"HMK027","predation","genus","phenovalue",122.759,"spp1","Caterpillar spp."
178,1986,"HMK027","predation","genus","phenovalue",120.431,"spp1","Caterpillar spp."
178,1988,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
178,1989,"HMK027","predation","genus","phenovalue",107.5,"spp1","Caterpillar spp."
178,1990,"HMK027","predation","genus","phenovalue",108.276,"spp1","Caterpillar spp."
178,1991,"HMK027","predation","genus","phenovalue",118.362,"spp1","Caterpillar spp."
178,1994,"HMK027","predation","genus","phenovalue",111.897,"spp1","Caterpillar spp."
178,1995,"HMK027","predation","genus","phenovalue",118.621,"spp1","Caterpillar spp."
178,1997,"HMK027","predation","genus","phenovalue",123.017,"spp1","Caterpillar spp."
178,1998,"HMK027","predation","genus","phenovalue",115.776,"spp1","Caterpillar spp."
178,2000,"HMK027","predation","genus","phenovalue",114.741,"spp1","Caterpillar spp."
178,2001,"HMK027","predation","genus","phenovalue",114.224,"spp1","Caterpillar spp."
178,2002,"HMK027","predation","genus","phenovalue",106.983,"spp1","Caterpillar spp."
178,2003,"HMK027","predation","genus","phenovalue",116.293,"spp1","Caterpillar spp."
178,2004,"HMK027","predation","genus","phenovalue",115.5175,"spp1","Caterpillar spp."
178,2006,"HMK027","predation","genus","phenovalue",118.103,"spp1","Caterpillar spp."
179,1961,"HMK027","herbivory","genus","phenovalue",96.0599,"spp1","Quercus2 robur"
179,1962,"HMK027","herbivory","genus","phenovalue",112.912,"spp1","Quercus2 robur"
179,1964,"HMK027","herbivory","genus","phenovalue",117.151,"spp1","Quercus2 robur"
179,1965,"HMK027","herbivory","genus","phenovalue",105.852,"spp1","Quercus2 robur"
179,1968,"HMK027","herbivory","genus","phenovalue",114.039,"spp1","Quercus2 robur"
179,1970,"HMK027","herbivory","genus","phenovalue",110.115,"spp1","Quercus2 robur"
179,1971,"HMK027","herbivory","genus","phenovalue",103.553,"spp1","Quercus2 robur"
179,1972,"HMK027","herbivory","genus","phenovalue",115.669,"spp1","Quercus2 robur"
179,1973,"HMK027","herbivory","genus","phenovalue",95.6802,"spp1","Quercus2 robur"
179,1974,"HMK027","herbivory","genus","phenovalue",113.848,"spp1","Quercus2 robur"
179,1975,"HMK027","herbivory","genus","phenovalue",111.229,"spp1","Quercus2 robur"
